id;question;prediction;answer_key;correct;latency_s;model;timestamp;raw_output
725;If you aren't well rested and it's a rainy day what might you do?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:39;D
726;Where would you have a stove if you don't live in a detached dwelling?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:39;E
727;What kind of place has a revolving door and has things to buy in it?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:39;D
728;Where can books be read?;C;C;1;0.12;llama3.1:8b;2025-12-10 07:34:39;C
729;Where is seaweed usually found alive?;A;C;0;0.13;llama3.1:8b;2025-12-10 07:34:40;A
730;If a lizard is fed by people every day, what has happened to it?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:40;E
731;What will happen to someone if his or her spirits cannot elevate?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:40;C
732;If you wanted a license to catch crabs, what government office would you go to?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:40;B
733;What furniture will you normally find near a side chair?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:40;B
734;Metal is used to make what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:40;C
735;What is the word added to Manchester that signifies what county it is in?;C;D;0;0.13;llama3.1:8b;2025-12-10 07:34:40;C
736;The program kept getting errors, the amateur end user began to what?;A;E;0;0.13;llama3.1:8b;2025-12-10 07:34:40;A
737;John knew that the sun produced a massive amount of energy in two forms.  If you were on the surface of the sun, what would kill you first?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:41;B
738;Lawyers often talk in front of an audience where?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:41;B
739;James bought a new set of tire chains and put them somewhere he could find them.  Where would he put them?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:41;B
740;If I wanted to eat something that is made from plants and needs to be washed, what would it be?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:41;A
741;Ficus can be planted in a yard to make summer more bearable, what sort of areas do they create?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:41;A
742;Children's behavior is a direct reflection of their what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:41;A
743;Most people who are family like to greet each other with a what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:41;E
744;John bought a new water hose.  But he found his old one near his car.  Where did he find the old one?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:41;D
745;Where is a control room needed to prevent wide spread disaster?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:42;D
746;Where do you keep your pizza slice before you eat it?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:42;B
747;Everybody was changing into costumes in the dressing room, it was almost time to take the what stage?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:42;A
748;The homeowner frowned at the price of gas, what did he have to do later?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:42;D
749;A thoroughfare meandered through fields and woods, where was it passing though?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:42;C
750;If I want a new ottoman, where should I go?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:42;A
751;Sean was leaving work and took the roadway that led to his what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:42;A
752;What can you use to get a jellyfish?;B;C;0;0.13;llama3.1:8b;2025-12-10 07:34:43;B
753;What has a shelf that does not allow you to see what is inside of it?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:43;A
754;What will likely happen after stabbing to death a person?;C;B;0;0.13;llama3.1:8b;2025-12-10 07:34:43;C
755;The boat passenger was explaining his fear of blowfish, but the captain figured he meant piranhas since they were on a river in the what?;D;E;0;0.13;llama3.1:8b;2025-12-10 07:34:43;D
756;Where could you find only a few office?;A;C;0;0.13;llama3.1:8b;2025-12-10 07:34:43;A
757;Where can I go to be a religious gentleman?;E;E;1;0.12;llama3.1:8b;2025-12-10 07:34:43;E
758;I want to see a prepared slide up close, what would I use to help?;C;A;0;0.13;llama3.1:8b;2025-12-10 07:34:43;C
759;Where can you buy a magazine, paper or gum?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:43;D
760;Where would you get some wood if you do not have any?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:44;D
761;The pitcher felt stress and tension on the mound, what did he feel like?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:44;C
762;What negative effect can competing in a chess game on a cold day have?;E;D;0;0.13;llama3.1:8b;2025-12-10 07:34:44;E
763;Why is it hard for a young child to read a long book?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:44;E
764;On a hot day what can you do to enjoy something cool and sweet?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:44;E
765;What is likely to be found in a book that is not a foreword?;D;E;0;0.13;llama3.1:8b;2025-12-10 07:34:44;D
766;How many hours are in a day?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:44;D
767;Why is religion so hard to understand?;A;E;0;0.13;llama3.1:8b;2025-12-10 07:34:44;A
768;The couple explained they were having trouble communicating, it seemed every conversation took great what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:45;B
769;What would a person need to do if his or her captain dies at sea?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:45;E
770;What do children require to grow up healthy?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:45;A
771;I house outside the center of a community is said to be where?;D;B;0;0.13;llama3.1:8b;2025-12-10 07:34:45;D
772;The field general began to write out a letter to the king, he was told to send what when the enemy was near?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:45;C
773;What will you put on a pen to prevent it from drying out?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:45;D
774;After climbing the mountains, the explored found the cave, what was the general goegraphy of the region he found it in?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:45;E
775;They dealt with combustible mixtures in their experiments, this is why they kept a fire extinguisher where?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:45;B
776;If someone mean wanted to insult somebody by calling them a fruit, where is probably not the smartest place to do it?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:46;A
777;Where would you get a toothpick if you do not have any?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:46;B
778;What would you be building if you designed a place for an annoying critter to stay?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:46;E
779;The man working in the attic swatted away a bee, but soon the single bee was an entire what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:46;A
780;What do you need to wear when hiking?;A;C;0;0.13;llama3.1:8b;2025-12-10 07:34:46;A
781;What type of store would have lots of sports equipment?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:46;D
782;The business man was promoted recently, to celebrate he went where to buy an expensive wristwatch?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:46;B
783;How is a child eager to be going to play likely to get there?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:47;B
784;There's some new buying products designed to get you money if you have none. The first step is that it will show you how to declare what?;A;B;0;0.13;llama3.1:8b;2025-12-10 07:34:47;A
785;Where can you buy a replacement ax handle?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:47;B
786;Is that person acting as silly as a clown?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:47;B
787;Which group of states is Louisiana part of?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:47;D
788;Where would you put a plate immediately after eating from it?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:47;D
789;James couldn't get comfortable.  There was too much dirt.  He needed to clean out what?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:47;D
790;The rats were hiding in the house, where were they?;C;E;0;0.13;llama3.1:8b;2025-12-10 07:34:47;C
791;What do people do when they don't understand something?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:48;A
792;James saw a kite flying in the sky.  He traced the string back to its origin and found it.  Where did the string begin?;C;E;0;0.14;llama3.1:8b;2025-12-10 07:34:48;C
793;What rubber toy filled with helium will make a child happy?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:48;D
794;Where do people get beer after a bit of gambling?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:48;C
795;What can happen to you when you are using television and it is not interesting?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:48;E
796;The business men left the discussion in the dressing room, now they just wanted to relax in the sauna of the what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:48;E
797;Where is a likely place for an ivy plant?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:48;D
798;Where has the newest baseball stadium?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:48;A
799;What type of residence has a ground floor with a stoop?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:49;A
800;If the wood texture is not smooth it is what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:49;B
801;What might happen if someone is not losing weight?;E;D;0;0.13;llama3.1:8b;2025-12-10 07:34:49;E
802;Billy lived in the capital of his country, then he moved.  Where might he move to?;D;A;0;0.13;llama3.1:8b;2025-12-10 07:34:49;D
803;Making a schedule was easy to pick, the major called for knowledge that required a certain what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:49;B
804;When getting in shape, this is something that does wonders?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:49;E
805;What could prevent a driving car from continuing to drive?;E;A;0;0.13;llama3.1:8b;2025-12-10 07:34:49;E
806;Where do you store a large container?;B;E;0;0.12;llama3.1:8b;2025-12-10 07:34:49;B
807;What is a person likely to experience after they stop being married to a mean person?;D;C;0;0.13;llama3.1:8b;2025-12-10 07:34:50;D
808;Despite the large crowds, how did the depressed man feel?;B;C;0;0.13;llama3.1:8b;2025-12-10 07:34:50;B
809;Where does a maid empty a trash can?;E;D;0;0.13;llama3.1:8b;2025-12-10 07:34:50;E
810;The dog curled up for a nap, it was tuckered out because it had just been what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:50;A
811;He used an umbrella while tanning, where was he likely?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:50;D
812;What do the feathers look like on birds found in the rainforest?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:50;D
813;The ancient seafaring Norse tribesman brought pelts of weasel aboard his what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:50;E
814;What is the opposite of an area of elevation?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:51;C
815;What do singers need to do before a show?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:51;A
816;When a person with mental illness receives medication and therapy, what has happened?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:51;C
817;What type of feeling is performing for the first time likely to produce?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:51;E
818;If someone is found to be committing murder, what did they do to someone?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:51;B
819;The computer was hooked up to the internet, what could it do as a result?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:51;E
820;The planet Mercury is unsuitable for human life or what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:51;B
821;Seeing idea become reality was a dream of hers for a long time, but as the time came to get on stage she had more what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:51;B
822;A creek could be located in the opposite for the city which is called what?;C;E;0;0.13;llama3.1:8b;2025-12-10 07:34:52;C
823;Where off the eastern U.S. would you find an anemone?;B;C;0;0.13;llama3.1:8b;2025-12-10 07:34:52;B
824;Where are traveling clothes often kept?;A;A;1;0.12;llama3.1:8b;2025-12-10 07:34:52;A
825;If one needed the bathroom they needed a key, to get it they had to also buy something from the what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:52;B
826;Although the sun did rise, what did the pessimist warn everyone it would do?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:52;B
827;The hardcovers were especially tall, so he removed a shelf on the what to make room?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:52;E
828;If you're watching a comedy film what would you expect to hear from the audience?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:52;D
829;What can eating lunch cause that is painful?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:52;C
830;The performer was ready to put on a show and stepped onto the launch platform, what was his job?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:53;E
831;Eating is part of living, but your body doesn't use it all and the next day you will be doing what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:53;E
832;Where are you if you've paid to get a pizza?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:53;C
833;What would you use to find a place to stay?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:53;B
834;If you're seeking a connection for your laptop, what are you trying to hook up with?;B;A;0;0.13;llama3.1:8b;2025-12-10 07:34:53;B
835;The child didn't know the problems his mother was going through, all he had was what for her?;A;C;0;0.13;llama3.1:8b;2025-12-10 07:34:53;A
836;To see new films you must?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:53;B
837;What can happen when you contemplate alone for a long time?;C;A;0;0.13;llama3.1:8b;2025-12-10 07:34:54;C
838;The pioneer went to the general store for storage measures, what was he looking for?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:54;B
839;I was apprehensive to buy the expensive equipment to play a game with so much walking and swinging around in grass, but now I understand why people what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:54;B
840;What can a newspaper be used to do to an engagement?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:54;A
841;John needed a straight wire.  Unfortunately, this one had endured some abuse and had become what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:54;A
842;Metal is taken from what which is pulled from the ground?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:54;C
843;When not in use where on your property would you store you bucket?;B;D;0;0.13;llama3.1:8b;2025-12-10 07:34:54;B
844;What does someone do to relax at night?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:54;D
845;Where might the stapler be if I cannot find it?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:55;C
846;Many homes in this country are built around a courtyard. Where is it?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:55;B
847;Sean was a wreck.  He  loved to build houses, but in his current state, he couldn't do what?;E;C;0;0.13;llama3.1:8b;2025-12-10 07:34:55;E
848;What would be happening if you are pretending to be a police officer?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:55;C
849;Where would you buy a finely crafted writing instrument?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:55;C
850;The detective was finding information from witnesses, why would he do that?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:55;C
851;Joe found spiders in the place where he keeps his tools.  Where might that be?;B;D;0;0.13;llama3.1:8b;2025-12-10 07:34:55;B
852;While on the fan boat he thought he'd see swamps and gators, but he was surprised to spot a bald eagle in what nature area?;A;A;1;0.14;llama3.1:8b;2025-12-10 07:34:55;A
853;Where are you likely to find a supermarket?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:56;B
854;Where would you need to use a lantern?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:56;D
855;What area does a police officer patrol?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:56;C
856;Why would a woman kill a stranger she met in a dark alley?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:56;A
857;The baby was cranky, it needed to eat breakfast but refused to what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:56;B
858;What is made up of people?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:56;B
859;He was afraid he would die from his cold, so he wisely decided to what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:56;E
860;Where would you get a pen if you do not have one?;B;C;0;0.13;llama3.1:8b;2025-12-10 07:34:56;B
861;Why would a small dog pant if it's hot outside?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:57;C
862;She asked her little boy why, he replied that he didn't know and it was just what?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:57;D
863;Where would you display a picture on a horizontal surface?;E;C;0;0.13;llama3.1:8b;2025-12-10 07:34:57;E
864;What skill is needed for riding a bike?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:57;E
865;He looked at the field of pumps, all slowing churning oil out of the what?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:57;D
866;The department to where vendors deliver goods for sale is called what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:57;C
867;Where is the worst place to be in a ticket office?;A;D;0;0.13;llama3.1:8b;2025-12-10 07:34:57;A
868;Exercise is very good for you, for faster recovery you should always do what afterwards?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:58;A
869;What happens when you go somewhere and forget something at home?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:58;D
870;Where would you acquire a wind instrument for you own use?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:58;C
871;Where would a person light alcohol on fire to observe the reaction?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:58;E
872;If a storey contained a panoramic view, what kind of structure would it be in?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:58;D
873;Where does lettuce arrive by large trucks?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:34:58;B
874;Why do people who are dying receive social security payments?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:58;D
875;What should I do with a jumping rope?;C;E;0;0.13;llama3.1:8b;2025-12-10 07:34:58;C
876;What do geese do every fall in fields?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:59;E
877;I took my seat, the curtains drew back and I enjoyed the what?;D;E;0;0.13;llama3.1:8b;2025-12-10 07:34:59;D
878;What should everyone do who doesn't want to fight anymore?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:59;C
879;Where is the ideal location for a post office?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:59;E
880;Where outside of a city would a squirrel live?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:34:59;C
881;You should watch out for snakes if floating down what African body of water?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:34:59;D
882;At the end of the day as he began to eat he paused and thanked her, it wasn't often she would what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:34:59;A
883;To what do trees roots cling?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:34:59;E
884;What probably has a lot of dust in the back?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:00;A
885;At the new comic store he found himself making friends, it was nice to meet people with what?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:00;D
886;The student explained he had a clue what neuroepithelium was and got really nervous, he then lost his balance because a what issue?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:00;C
887;What could people do that involves talking?;C;A;0;0.13;llama3.1:8b;2025-12-10 07:35:00;C
888;If you're a child answering questions and an adult is asking them that adult is doing what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:00;C
889;He has lactose intolerant, but was eating dinner made of cheese, what followed for him?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:00;D
890;The teacher played on the upright piano, she was explaining the song to all the students in the what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:00;A
891;When you get an F, you fail. If you get A's you are?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:01;D
892;What is the main purpose of having a bath?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:01;A
893;The ball was hit over a boundary and struck an audience member.  What kind of game were they playing?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:01;A
894;What is someone operating a vehicle likely to be accused of after becoming inebriated?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:01;D
895;Where would you get jewelry if you do not have any?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:01;D
896;What is a philosopher waiting for to eventually gain through his studies?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:01;E
897;What do young boys do on the ice in the winter?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:35:01;B
898;She loved spending money at the thrift store on knickknacks, this resulted in a lot of what on every shelf in her house?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:35:01;B
899;I listened to lecture intensely, what is my goal?;D;B;0;0.13;llama3.1:8b;2025-12-10 07:35:02;D
900;If a person is using a computer to talk to their granddaughter, what might the computer cause for them?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:02;C
901;Joe was there to meet a large number of people.  As he filed though the entrance hall, he saw many strangers who came from far away.  What sort of building is he probably in?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:02;C
902;John wanted scatter his wife's remains in a lake in the wilderness.  He had to delay before of where he lived.  Where did he live?;A;E;0;0.13;llama3.1:8b;2025-12-10 07:35:02;A
903;Many towns and cities have trash cans where on sidewalks?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:02;C
904;The family wanted to adopt for enviro-ethical reasons, what did they abhor?;A;B;0;0.13;llama3.1:8b;2025-12-10 07:35:02;A
905;What happens when airplane engines cut off and are unable to be restarted in flight?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:02;D
906;Where would you be concerned about finding a cavity?;D;E;0;0.13;llama3.1:8b;2025-12-10 07:35:02;D
907;Human beings learn about current events from what print item?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:03;C
908;In what kind of environment does an anemone live?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:03;D
909;He wanted lodging in the actual what, so that he was already where he needed to be?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:35:03;B
910;If I am suffering from boredom, and I want to see something beautiful, what should I do?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:03;A
911;The goal was to hit the target, but a projectile ball can't hit anything if it isn't in what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:03;A
912;Where is a good place to set a cup of coffee while relaxing?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:03;D
913;If a fried egg was runny and there was no toast to sop it up, after the meal there'd be a messy what?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:03;C
914;If I want to behave with proper aplomb, what manners should I avoid?;C;A;0;0.13;llama3.1:8b;2025-12-10 07:35:03;C
915;Before lifting weights he liked to warm up on the squash court, he really enjoyed the facilities of the what?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:04;D
916;What will happen to animals after eating food?;B;C;0;0.13;llama3.1:8b;2025-12-10 07:35:04;B
917;If I wanted to grow plants, where could I put a lot of dirt?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:04;D
918;What does a person often feel about someone judging them guilty?;E;C;0;0.13;llama3.1:8b;2025-12-10 07:35:04;E
919;A town between two mountains is located in a what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:04;A
920;James need to use a toilet but there were no public ones in sight.  Eventually he broke down and did something very expensive so that he could get a toilet.  Where might he have gone?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:04;A
921;Why did the heavy metal band need electricity at the stadium?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:04;A
922;What is a person looking for when completing puzzles or riddles?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:05;C
923;If someone was making breakfast, they'd probably put two slices of bread in the what?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:05;D
924;His house was a mess, he began doing housework to get what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:05;E
925;Where would a corpse be covered by a blanket?;B;C;0;0.13;llama3.1:8b;2025-12-10 07:35:05;B
926;The man  tried to break the glass in order to make his escape in time, but he could not.  The person in the cat, trying to kill him, did what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:05;A
927;The trucker plopped on the bench with a sense of relief, where did he arrive?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:35:05;B
928;What is part of a republic like the USA?;D;A;0;0.13;llama3.1:8b;2025-12-10 07:35:05;D
929;Where do you keep extra clothing on a hike?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:05;E
930;What could an apple tree do?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:35:06;B
931;What very cold area in the east can a crab be found?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:06;C
932;The chef wanted to perfect his craft, what did he do?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:06;C
933;She wanted a kitten and puppy so why did she only get the puppy?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:06;A
934;There was no shade for Jenny.  She was forced to lie there exposed to what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:06;A
935;What could happen to you after you are cleaning house for a long time?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:06;D
936;What is someone doing when scheduling when to go to party?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:06;E
937;What kind of path do comets tend to have?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:35:06;B
938;What do people feel after having sex that requires them to shower?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:07;E
939;The vet found malignant tumors on the animals, what is their likely fate?;A;C;0;0.13;llama3.1:8b;2025-12-10 07:35:07;A
940;What is the thing that is agitated in your head when kissing?;A;E;0;0.13;llama3.1:8b;2025-12-10 07:35:07;A
941;Billy was reading the newspaper as he commuted to work, but once he got to his destination he balled it up and put it somewhere. Where did it put it?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:07;A
942;Where do you keep a pail in your house?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:07;C
943;what is printed with ink and distributed daily?;C;C;1;0.13;llama3.1:8b;2025-12-10 07:35:07;C
944;What are people likely to do when an unexpected decent outcome occurs?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:35:07;B
945;The terrace had Kanji written on it, indicating that it was made where?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:08;A
946;The company sent off many purchases, they used recycled cardboard as their what?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:08;A
947;Why might a person be known as a liar?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:35:08;B
948;The child was politely waiting for dessert, he was eventually rewarded for his what?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:08;E
949;The man was giving assistance to a pan handler in the streets, how did he give assistance?;A;D;0;0.13;llama3.1:8b;2025-12-10 07:35:08;A
950;What do you call the caretakers of a child?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:08;E
951;Where would you run in to a niece you only see every one and a while?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:08;A
952;Working on the elaborate task was taxing, it require extreme what?;C;B;0;0.13;llama3.1:8b;2025-12-10 07:35:08;C
953;What may you have after awaking after a night of heavy drinking?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:09;D
954;What uses a ribbon to put words on paper?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:09;E
955;Where are sheep likely to live?;D;D;1;0.12;llama3.1:8b;2025-12-10 07:35:09;D
956;If I was watching TV on the couch and the air was stuffy, I might turn the fan on to make the what more comfortable?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:35:09;B
957;While walking the student needed to store his writing insturment away, where did he put it?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:09;E
958;Who watches a play in an auditorium?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:35:09;B
959;What is a possible outcome for committing murder?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:09;D
960;where is a good place to obtain new soap?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:09;A
961;What do people do for food?;B;D;0;0.13;llama3.1:8b;2025-12-10 07:35:10;B
962;There was many a bottle to choose from behind the cashier where?;D;D;1;0.13;llama3.1:8b;2025-12-10 07:35:10;D
963;They had to know where to go, they got on the national highway after consulting the what?;B;B;1;0.13;llama3.1:8b;2025-12-10 07:35:10;B
964;What do professors primarily do?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:10;E
965;Where do you throw a ball at pins?;A;A;1;0.13;llama3.1:8b;2025-12-10 07:35:10;A
966;What might you need to do cleaning?;E;E;1;0.13;llama3.1:8b;2025-12-10 07:35:10;E
